bd_rep_id,sales_rep_id,total_opps,total_open,total_closed_won,total_closed_lost,total_decided,win_rate_pct,early_death_rate_pct,stale_rate_pct,avg_deal_size,bd_avg_win_rate_pct,bd_avg_early_death_rate_pct,bd_avg_stale_rate_pct,bd_avg_deal_size,win_rate_deviation_pct,early_death_deviation_pct,stale_rate_deviation_pct,deal_size_deviation_pct,win_rate_weighted_score,early_death_weighted_score,stale_pipeline_weighted_score,deal_size_weighted_score,total_weighted_score,confidence_multiplier,final_performance_score,performance_classification,percentile_75th,percentile_50th,percentile_25th,percentile_10th,strength_high_win_rate,strength_low_early_death,strength_low_stale,strength_high_deal_size,concern_low_win_rate,concern_high_early_death,concern_high_stale,concern_low_deal_size,total_strengths,total_concerns
BD_001,SR_018,7,0,7,0,7,100.0,0.0,0.0,57077.79,51.94805194805194,56.75675675675676,0.0,46526.73387323944,92.50000000000004,-100.0,0.0,22.677405543889183,23.12500000000001,25.0,-0.0,5.669351385972296,53.79435138597231,1.0,53.79435138597231,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,False,True,False,False,False,False,3,0
BD_001,SR_019,3,0,0,3,3,0.0,100.0,0.0,28346.5,51.94805194805194,56.75675675675676,0.0,46526.73387323944,-100.0,76.19047619047619,0.0,-39.07481217738363,-25.0,-19.047619047619047,-0.0,-9.768703044345907,-53.816322091964956,0.42857142857142855,-23.06413803941355,Low Confidence,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,False,False,True,True,False,True,0,3
BD_001,SR_020,10,0,0,10,10,0.0,100.0,0.0,61082.66000000001,51.94805194805194,56.75675675675676,0.0,46526.73387323944,-100.0,76.19047619047619,0.0,31.285080458081843,-25.0,-19.047619047619047,-0.0,7.821270114520461,-36.22634893309859,1.0,-36.22634893309859,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,False,True,True,True,False,False,1,2
BD_001,SR_021,5,5,0,0,0,0.0,0.0,0.0,14356.98,51.94805194805194,56.75675675675676,0.0,46526.73387323944,-100.0,-100.0,0.0,-69.14251484078999,-25.0,25.0,-0.0,-17.285628710197496,-17.285628710197496,0.7142857142857143,-12.346877650141069,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,False,False,True,False,False,True,1,2
BD_001,SR_022,9,0,9,0,9,100.0,0.0,0.0,22559.19,51.94805194805194,56.75675675675676,0.0,46526.73387323944,92.50000000000004,-100.0,0.0,-51.51348886542998,23.12500000000001,25.0,-0.0,-12.878372216357494,35.24662778364252,1.0,35.24662778364252,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,False,False,False,False,False,True,2,1
BD_001,SR_023,8,8,0,0,0,0.0,0.0,0.0,30432.09,51.94805194805194,56.75675675675676,0.0,46526.73387323944,-100.0,-100.0,0.0,-34.59224951635068,-25.0,25.0,-0.0,-8.64806237908767,-8.64806237908767,1.0,-8.64806237908767,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,False,False,True,False,False,True,1,2
BD_002,SR_001,6,6,0,0,0,0.0,0.0,0.0,132266.1,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,164.88783841185176,-25.0,25.0,25.0,41.22195960296294,66.22195960296294,0.8571428571428571,56.761679659682514,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,True,True,False,False,False,3,1
BD_002,SR_002,6,0,6,0,6,100.0,0.0,0.0,82122.98,28.30188679245283,84.21052631578947,12.8,49932.87,253.3333333333333,-100.0,-100.0,64.46677308955002,63.33333333333332,25.0,25.0,16.116693272387504,129.4500266057208,0.8571428571428571,110.9571656620464,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,True,False,False,False,False,4,0
BD_002,SR_003,6,6,0,0,0,0.0,0.0,0.0,28017.09,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-43.890487368340736,-25.0,25.0,25.0,-10.972621842085184,14.027378157914816,0.8571428571428571,12.023466992498413,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_004,6,0,0,6,6,0.0,0.0,0.0,34628.75,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-30.649389870840597,-25.0,25.0,25.0,-7.662347467710149,17.33765253228985,0.8571428571428571,14.860845027677016,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_005,5,5,0,0,0,0.0,0.0,0.0,22639.27,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-54.66058730451504,-25.0,25.0,25.0,-13.66514682612876,11.33485317387124,0.7142857142857143,8.096323695622315,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_006,5,5,0,0,0,0.0,0.0,0.0,20267.97,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-59.40956327965928,-25.0,25.0,25.0,-14.85239081991482,10.14760918008518,0.7142857142857143,7.248292271489414,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_007,5,5,0,0,0,0.0,0.0,0.0,36679.16,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-26.54305670793607,-25.0,25.0,25.0,-6.635764176984018,18.36423582301598,0.7142857142857143,13.117311302154272,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_008,5,0,5,0,5,100.0,0.0,0.0,29514.3,28.30188679245283,84.21052631578947,12.8,49932.87,253.3333333333333,-100.0,-100.0,-40.89204165512618,63.33333333333332,25.0,25.0,-10.223010413781545,103.11032291955178,0.7142857142857143,73.6502306568227,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,False,False,False,False,True,3,1
BD_002,SR_009,5,0,0,5,5,0.0,100.0,0.0,64164.72,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,18.75000000000001,-100.0,28.50196674054584,-25.0,-4.687500000000003,25.0,7.12549168513646,2.4379916851364563,0.7142857142857143,1.741422632240326,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,True,True,False,False,False,2,1
BD_002,SR_010,3,3,0,0,0,0.0,0.0,0.0,31637.26,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-36.64041341905644,-25.0,25.0,25.0,-9.16010335476411,15.83989664523589,0.42857142857142855,6.788527133672524,Low Confidence,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_011,4,0,0,4,4,0.0,100.0,0.0,13396.66,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,18.75000000000001,-100.0,-73.17065892667496,-25.0,-4.687500000000003,25.0,-18.29266473166874,-22.980164731668744,0.5714285714285714,-13.13152270381071,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,False,True,False,False,True,1,2
BD_002,SR_012,5,5,0,0,0,0.0,0.0,0.0,26617.76,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-46.69290990083287,-25.0,25.0,25.0,-11.673227475208218,13.326772524791782,0.7142857142857143,9.51912323199413,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_013,10,10,0,0,0,0.0,0.0,0.0,53362.44,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,6.868361462099013,-25.0,25.0,25.0,1.7170903655247534,26.717090365524754,1.0,26.717090365524754,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,False,2,1
BD_002,SR_014,2,0,2,0,2,100.0,0.0,0.0,169220.2,28.30188679245283,84.21052631578947,12.8,49932.87,253.3333333333333,-100.0,-100.0,238.89540096533608,63.33333333333332,25.0,25.0,59.72385024133402,173.05718357466733,0.2857142857142857,49.444909592762095,Insufficient Data,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,True,False,False,False,False,4,0
BD_002,SR_015,9,9,0,0,0,0.0,0.0,100.0,28599.13,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,681.25,-42.724842373370485,-25.0,25.0,-170.3125,-10.681210593342621,-180.99371059334263,1.0,-180.99371059334263,At-Risk,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,False,False,True,False,True,True,1,3
BD_002,SR_016,5,5,0,0,0,0.0,0.0,0.0,22413.53,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,-55.11267427648361,-25.0,25.0,25.0,-13.778168569120902,11.221831430879098,0.7142857142857143,8.015593879199356,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_002,SR_017,2,0,2,0,2,100.0,0.0,0.0,50408.13,28.30188679245283,84.21052631578947,12.8,49932.87,253.3333333333333,-100.0,-100.0,0.9517978838388316,63.33333333333332,25.0,25.0,0.2379494709597079,113.57128280429302,0.2857142857142857,32.44893794408372,Insufficient Data,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,False,False,False,False,False,3,0
BD_002,SR_018,9,0,0,9,9,0.0,100.0,0.0,14077.91,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,18.75000000000001,-100.0,-71.80632717486498,-25.0,-4.687500000000003,25.0,-17.951581793716244,-22.639081793716247,1.0,-22.639081793716247,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,False,True,False,False,True,1,2
BD_002,SR_019,7,7,0,0,0,0.0,0.0,100.0,42976.59,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,681.25,-13.931264115201069,-25.0,25.0,-170.3125,-3.482816028800267,-173.79531602880027,1.0,-173.79531602880027,At-Risk,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,False,False,True,False,True,False,1,2
BD_002,SR_020,5,0,0,5,5,0.0,100.0,0.0,23938.76,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,18.75000000000001,-100.0,-52.05811322281295,-25.0,-4.687500000000003,25.0,-13.014528305703237,-17.70202830570324,0.7142857142857143,-12.644305932645173,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,False,True,False,False,True,1,2
BD_002,SR_021,5,0,0,5,5,0.0,100.0,0.0,93153.17,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,18.75000000000001,-100.0,86.55681117468312,-25.0,-4.687500000000003,25.0,21.63920279367078,16.951702793670776,0.7142857142857143,12.108359138336269,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,True,True,False,False,False,2,1
BD_002,SR_022,4,0,0,4,4,0.0,100.0,0.0,124854.68,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,18.75000000000001,-100.0,150.04507051166897,-25.0,-4.687500000000003,25.0,37.51126762791724,32.823767627917235,0.5714285714285714,18.756438644524135,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,True,True,False,False,False,2,1
BD_002,SR_023,6,6,0,0,0,0.0,0.0,0.0,96121.39,28.30188679245283,84.21052631578947,12.8,49932.87,-100.0,-100.0,-100.0,92.50123215429034,-25.0,25.0,25.0,23.125308038572584,48.125308038572584,0.8571428571428571,41.250264033062216,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,True,True,False,False,False,3,1
BD_003,SR_001,8,8,0,0,0,0.0,0.0,0.0,46781.19,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,-15.214488821204489,-25.0,25.0,25.0,-3.803622205301122,21.19637779469888,1.0,21.19637779469888,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,False,2,1
BD_003,SR_002,3,0,3,0,3,100.0,0.0,0.0,38370.74,43.18181818181818,70.0,6.25,55175.92493055556,131.57894736842107,-100.0,-100.0,-30.457459393216464,32.89473684210527,25.0,25.0,-7.614364848304116,75.28037199380114,0.42857142857142855,32.26301656877192,Low Confidence,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,False,False,False,False,True,3,1
BD_003,SR_003,5,0,0,5,5,0.0,100.0,0.0,65049.52,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,42.85714285714285,-100.0,17.89475225267424,-25.0,-10.714285714285712,25.0,4.47368806316856,-6.240597651117148,0.7142857142857143,-4.457569750797963,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,False,True,True,False,False,1,2
BD_003,SR_004,5,0,0,5,5,0.0,0.0,0.0,56293.740000000005,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,2.025910885683078,-25.0,25.0,25.0,0.5064777214207695,25.50647772142077,0.7142857142857143,18.21891265815769,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,False,2,1
BD_003,SR_005,8,8,0,0,0,0.0,0.0,0.0,37200.78,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,-32.57787695118674,-25.0,25.0,25.0,-8.144469237796685,16.855530762203315,1.0,16.855530762203315,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_003,SR_006,10,0,10,0,10,100.0,0.0,0.0,83361.6,43.18181818181818,70.0,6.25,55175.92493055556,131.57894736842107,-100.0,-100.0,51.08328515547126,32.89473684210527,25.0,25.0,12.770821288867815,95.66555813097307,1.0,95.66555813097307,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,True,False,False,False,False,4,0
BD_003,SR_007,4,4,0,0,0,0.0,0.0,100.0,45435.39,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,1500.0,-17.653596097963014,-25.0,25.0,-375.0,-4.4133990244907535,-379.41339902449073,0.5714285714285714,-216.80765658542327,At-Risk,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,False,False,True,False,True,False,1,2
BD_003,SR_008,6,6,0,0,0,0.0,0.0,0.0,68319.53,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,23.821268217953733,-25.0,25.0,25.0,5.955317054488433,30.955317054488432,0.8571428571428571,26.533128903847228,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,True,True,False,False,False,3,1
BD_003,SR_009,5,0,5,0,5,100.0,0.0,0.0,129277.65,43.18181818181818,70.0,6.25,55175.92493055556,131.57894736842107,-100.0,-100.0,134.30082986865904,32.89473684210527,25.0,25.0,33.57520746716476,116.46994430927002,0.7142857142857143,83.1928173637643,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,True,False,False,False,False,4,0
BD_003,SR_010,5,0,5,0,5,100.0,0.0,0.0,54524.8,43.18181818181818,70.0,6.25,55175.92493055556,131.57894736842107,-100.0,-100.0,-1.180088836526184,32.89473684210527,25.0,25.0,-0.295022209131546,82.59971463297371,0.7142857142857143,58.999796166409794,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,False,False,False,False,False,3,0
BD_003,SR_011,9,0,0,9,9,0.0,100.0,0.0,29006.63,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,42.85714285714285,-100.0,-47.42882872102687,-25.0,-10.714285714285712,25.0,-11.857207180256717,-22.571492894542423,1.0,-22.571492894542423,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,False,True,True,False,True,1,3
BD_003,SR_012,4,4,0,0,0,0.0,0.0,0.0,60960.23,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,10.483385782339989,-25.0,25.0,25.0,2.620846445584997,27.620846445585,0.5714285714285714,15.783340826048569,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,False,2,1
BD_003,SR_013,6,6,0,0,0,0.0,0.0,0.0,37013.33,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,-32.91760845588906,-25.0,25.0,25.0,-8.229402113972265,16.770597886027737,0.8571428571428571,14.374798188023775,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
BD_003,SR_014,3,0,3,0,3,100.0,0.0,0.0,49240.75,43.18181818181818,70.0,6.25,55175.92493055556,131.57894736842107,-100.0,-100.0,-10.756820004423252,32.89473684210527,25.0,25.0,-2.689205001105813,80.20553184099944,0.42857142857142855,34.37379936042833,Low Confidence,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,False,False,False,False,False,3,0
BD_003,SR_015,10,0,0,10,10,0.0,0.0,0.0,65521.66000000001,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,18.75045154651345,-25.0,25.0,25.0,4.687612886628362,29.68761288662836,1.0,29.68761288662836,Above Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,False,2,1
BD_003,SR_016,8,0,0,8,8,0.0,100.0,0.0,65647.78,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,42.85714285714285,-100.0,18.979029499957317,-25.0,-10.714285714285712,25.0,4.744757374989329,-5.969528339296379,1.0,-5.969528339296379,Below Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,False,True,True,False,False,1,2
BD_003,SR_017,4,0,0,4,4,0.0,100.0,0.0,64951.92,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,42.85714285714285,-100.0,17.717863509761756,-25.0,-10.714285714285712,25.0,4.429465877440439,-6.284819836845269,0.5714285714285714,-3.5913256210544393,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,False,True,False,True,True,False,False,1,2
BD_003,SR_018,7,0,7,0,7,100.0,0.0,0.0,23340.45,43.18181818181818,70.0,6.25,55175.92493055556,131.57894736842107,-100.0,-100.0,-57.69812643942752,32.89473684210527,25.0,25.0,-14.42453160985688,68.47020523224838,1.0,68.47020523224838,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,False,False,False,False,True,3,1
BD_003,SR_019,5,5,0,0,0,0.0,0.0,100.0,90342.17,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,1500.0,63.73476314842876,-25.0,25.0,-375.0,15.93369078710719,-359.0663092128928,0.7142857142857143,-256.4759351520663,At-Risk,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,False,True,True,False,True,False,2,2
BD_003,SR_020,5,0,5,0,5,100.0,0.0,0.0,54265.81,43.18181818181818,70.0,6.25,55175.92493055556,131.57894736842107,-100.0,-100.0,-1.6494783398756436,32.89473684210527,25.0,25.0,-0.4123695849689109,82.48236725713635,0.7142857142857143,58.91597661224025,High Performer,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,True,True,True,False,False,False,False,False,3,0
BD_003,SR_021,5,5,0,0,0,0.0,0.0,0.0,29404.830000000005,43.18181818181818,70.0,6.25,55175.92493055556,-100.0,-100.0,-100.0,-46.70713714902118,-25.0,25.0,25.0,-11.676784287255295,13.323215712744705,0.7142857142857143,9.516582651960505,Average,38.499491377022395,15.5537017590758,-4.0216391638378335,-51.63388562843327,False,True,True,False,True,False,False,True,2,2
